UID,abstract
Q7-12,"令和 5 年度の介護労働安定センターの調査[1]によると,介護施設において 29 歳以下の若い介護職員が離職率が高く,これは新人職員の指導が十分でないことが原因と考えられている.特に,利用者の困りごとへの対応に苦慮することが多いという問題がある.このような問題を解決するため,本研究ではPython と Flask を用いて困りごとに対する適切な対応方法候補を提示する Web アプリケーションの開発を行った.これにより,作業効率の向上および離職率の低減に貢献が期待できる."
Q9-2,自然言語はインクリメンタルに読み書きされるが、異なる言語でも、インクリメンタルな処理の仕組みは言語普遍的なのだろうか？本研究では、系列・構造の両方をインクリメンタルに予測する統語的言語モデルが「系列の背後にある統語構造をどの程度投機的に予測するか」をパラメタとし、次トークン予測や構文解析において最適なパラメタが言語共通かを分析する。実験の結果、最適な戦略の言語共通性はタスクやビームサイズにより異なることが観察され、人間と言語モデルの処理メカニズムの違いに関する示唆が得られた。
A10-6,"本研究では,逆翻訳を用いて少資源言語であるアイヌ語と日本語の機械翻訳の精度向上を目指した.元の対訳コーパスのみを利用して,反復的逆翻訳手法とランダムサンプリングによる疑似対訳文生成手法を用い,さらに,外部の日本語の単言語データを活用した.結果として,外部の日本語の単言語データを利用するよりも元の対訳コーパスのみを利用して逆翻訳を行った方が良い結果となった."
Q9-17,LLM（Large Language Model、大規模言語モデル）の発展に伴い、多くの言語処理タスクで LLM が高い性能を発揮している。しかし、深層格で表現されるような複雑な事物の関係を正確に捉えられているかは不明である。我々は独自に定義した深層格とその付与ルール群に基づき、ルールベースの深層格自動付与システムを構築した。その出力と LLM を組み合わせることで、言語処理タスクの性能が一般に向上しうると期待する。本研究では性能検証として、JNLI データセットを用いて含意関係認識を行った。その結果、GPT-4o との組み合わせで正解率が2.67 ポイント向上し 84.75 の SoTA 評価値を達成し、我々の自動深層格付与システムの有効性を示した。
P6-5,ヒトが行うような自然言語による推論では，観測した事象を言語で表現することで認識を行い，その事象に関する知識を取り込んだ推論を多段に繰り返していくことにより最終的な帰結となる自然言語文を生成していると考える．本研究では，自然言語文入力に対して知識を介在させ，新たな自然言語文を生成する形で結論を導くための多段の多岐にわたる推論過程過程の中から，自然言語文を生成する際の尤度を最大化する過程を抽出する手法を提案する．実験には多段推論のデータセットである MuSiQueを利用した．結果として，提案手法はチャンスレベルを上回る性能であることを検証した．
B1-3,自然言語理解の研究において，大規模言語モデル(LLM)とは対照的なアプローチとして，合理主義自然科学のパラダイムに基づく言語学的パイプラインの研究が進展している．これは理論言語学に基づく統語解析，意味合成，自動証明のモジュールを接続したものであり，仮説検証を通じてモデルを改善する点で、経験主義的な LLM と相補的な関係にある．本論文では，CCG に基づく統語解析器 lightblueと，DTS のための定理証明器 wani を組み合わせた自然言語推論システムを用いて，JSeM 日本語テストセットの Verb セクションの推論問題を解くことを試みた．この試みは、システムの評価，エラー分析，理論へのフィードバックを含む，合理主義的計算言語学の実践例の一つである．
P7-17,"Evaluating the performance of large language models(LLMs) remains a crucial research topic, and conductinga comprehensive and accurate evaluation of LLM perfor-mance eﬃciently is challenging. This challenge is par-ticularly acute for non-English languages. GPT-4-basedautomated evaluation has proven eﬀective, demonstratinghigh consistency with human preference. However, GPT-4-based evaluation still has several limitations, includingits closed-source nature and general preference. This paperproposes an approach to construct an open-source JapaneseLLM evaluator, which has demonstrated robust consistencyon the Japanese Vicuna benchmark. We present a methodfor rapidly generating score r ubrics that refer to speciﬁc in-structions, enabling more diverse evaluation criteria whenevaluating LLMs. Our Japanese LLM evaluator trainingdata and models are available here.1）2）"
P9-12,アスペクトベースの感情分析は，文中の複数のアスペクト語に対する感情極性を特定するタスクである．近年の研究では極性の推定をするために係り受け木を用いてアスペクト語に対するオピニオン語を特定する手法が提案されているが，この手法は英語においてのみ実験されており，日本語における研究では，係り受け木を用いたものはない．そこで本研究では，日本語において係り受け木を用いてアスペクトベースの感情分析を行う手法を提案する．日本語データセットでの感情分析実験により，我々の提案手法が既存の手法よりも優れていることを示す．
Q3-9,インターネット広告市場の拡大に伴い，バナー広告の需要が急増している．バナー広告は視覚的に訴求する画像と，商品の価値や特徴を伝える広告コピーで構成され，その組み合わせの「相応しさ」は広告効果に影響するとされる．しかし，この相応しさを評価する研究はこれまで行われていない．本研究では，相応しさを評価するため，「コピーがバナー画像の内容を再現しているか」および「バナー画像がコピーの内容を再現しているか」に基づくバナー画像とコピーの表現再現性評価タスクを提案し，ベンチマークを構築する．また，表現再現性とバナー広告としての相応しさの関係を調査する．そして，既存手法による表現再現性の評価実験を行い，評価の課題を明らかにする．
B7-5,本研究は、技術分野における動向把握の効率化と精度向上を目的としている。従来の技術動向分析手法は、専門家の評価に依存し、高コストであるとともに迅速性や説明可能性に課題を抱えていた。これらの課題を解決するために、本研究では大規模言語モデル（LLM）を活用し、技術観点の自動検出による技術動向マップの構築手法を提案する。本手法により、膨大な技術情報を効率的かつ体系的に整理し、的確な技術動向の分析とその活用を支援する基盤を提供することが可能となる。
P5-12,医療現場での利活用の需要が高まる中，医療事故が起こった際，その原因を突き止め，迅速に対策を講じるための大規模言語モデルは有用だと考えられる．医療現場で利用可能な大規模言語モデルを考えるうえで，その能力を評価するベンチマークは必要不可欠だが，現状は十分とは言えない．このような背景のもと，本研究では，日本医療機能評価機構による医療事故情報収集等事業によって収集，提供されている事故・ヒヤリハット事例のデータからデータセットを構築し，医療事故の内容から，背景・要因，改善策の生成を評価するためのベンチマークを提案する．
E9-3,計算に使うメモリ資源を制限すると，言語モデルは人間の読み時間をより正確に予測する．本研究は，この知見は言語理解ストラテジーにも当てはまるのか調べた．具体的には，GPT-4o は，人間と同じように，メモリ資源が制限されると，非妥当な文を妥当な意味で理解するという合理的な言語理解ストラテジーを使用しやすくなるか検証した．メモリ資源の制約のために，“The 2 cocktail + blended 3 =...”のように，計算問題と言語理解を同時に行う二重課題を設計して実行した．結果，このようなストラテジーの変化を観察した．これは，合理的な言語理解ストラテジーへの転換はメモリ資源の制限が原因の一つであることを支持する．
P2-1,本研究では，大規模言語モデル（LLM）の数値時系列解釈能力を測る 16 の評価タスクにおいて，プロンプトの記述言語の影響を検証する．数値時系列は，マルチモーダル言語生成や時系列予測などの多くの問題で重要な入力情報となっている．従来，LLM の数値理解能力を評価するタスクは，非系列データの算術演算や数値を含む表の論理推論が中心であったが，数値時系列に特化した評価タスクの開発が進んでいる．そこで本研究では，1)イベント検出，2)計算，3)比較の 3 つのカテゴリの評価タスクに対し，プロンプトの言語（日本語と英語）の違いによる性能差について考察する．実験より，タスクによってプロンプトの言語選択が数値解釈能力に影響を与えることが明らかとなった．
D6-4,ロボットが人間と遜色なく会話できるかという問題は，人工知能研究における大きな課題の一つである．本稿では，人間とロボットが快適に会話ができるかというプロジェクトで得られた報告を元に，人間とロボットの会話の特性の違いを明らかにする．特に，ロボットは会話を遂行する際に自分の誤りを修正する能力がなく，これが会話分析における他者修復という観点から分析することが可能であり，軌道修正をする力の有無が現在の人工知能と人間の会話を分ける大きな違いであると主張する．
Q5-17,"大規模言語モデルは平易化においても一定の性能を持つことが知られており,平易化コーパスによる学習を行うことでより高性能な平易化モデルが作成できることが期待できるが,日本語平易化データセットは質・量ともに十分ではない.この問題を解決するため,モデルの重みの加減算によりモデルの能力を転移する技術である Task  Arithmetic の応用を検討したが,平易化へ適用した事例は少ない.本研究では日本語平易化コーパス SJNC を用い,平易化における Task  Arithmetic の有効性を検証した.自動評価の結果スコアの向上が確認され, TaskArithmetic が日本語の平易化に対しても有効である可能性が示された."
C8-2,言語モデルの計算量削減を目的とした従来の手法は，1 トークンあたりの計算コストを削減することに焦点を当ててきた．本研究では，文章生成にかかるコストが生成トークン数にも影響されることに注目し，言語モデルの生成文を短縮することで計算量を削減する方法を検討する．これを実現する学習方法として，文章全体に長さに応じた報酬を与える強化学習と短い文章を誘発するトークンを正解データとする教師あり学習の 2 つを検証する．さらに，生成文の短縮率と性能の関係を調査することで，生成文の短縮が言語モデルの性能にどのように影響するかを示す．Phi-3-mini，Zamba2-2.7B における実験の結果，強化学習と教師あり学習の両手法において生成文の短縮に成功した．また，5%以下の性能低下のもとでは，Phi-3-mini は約 15%〜20%，Zamba2-2.7Bは約 30%の短縮が可能であることが示された．
Q2-22,"Self-Correction enables Large Language Models(LLMs) to reﬁne their responses during inference basedon feedback. While prior research mainly examines theimpact of Self-Correction on reasoning tasks such as arith-metic reasoning, its inﬂuence on debiasing remains un-derexplored. In this work, we propose a Self-Correctionframework tailored to bias evaluation task and demonstratethat the approach has potential in debiasing LLMs’ re-sponses more robustly and consistently than the baselines,which are Chain-of-Thought and Self-Consistency. Wealso conﬁrm that factors such as the feedback source, thebias level of the feedback generator, and the social biascategories signiﬁcantly inﬂuence debiasing outcomes."
Q2-20,"Evaluating an LLM’s robustness against numer ical per-turbation is a good way to know if the LLM actually per-forms reasoning or just replicates patterns learned. Wepropose a novel method to augment math word problems(MWPs), producing numerical variations at a large scaleutilizing templates. We also propose an automated errorclassiﬁcation framework for scalable error analysis, distin-guishing calculation errors from reasoning errors. Our ex-periments using the methods show LLMs are weak againstnumerical variations, suggesting they are not fully capableof generating valid reasoning steps, often failing in arith-metic operations."
Q5-15,"専門的な文書の平易化は医療分野を対象としたものが多く,情報科学の分野を対象にしたものは少ない.また,既存の平易化研究では専門用語の意味を大きく削って平易化を行ったり,専門用語を非常に長い文章で平易化したりしている.これは論文の情報を全て簡潔に理解するためには適切とは言えない.本研究では情報科学分野の論文を対象に,専門用語の平易な説明のポップアップを用いて平易化を行うシステムの開発を行った.目標として,内容の理解しやすさの改善,文章量の増加防止,情報量の保持を掲げた.内容の理解しやすさの改善は見られなかったが,先行研究手法と比べ情報量の保持に成功し,文章量の増加防止は達成した."
B5-5,少子高齢化の続く我が国においては知識伝播と技能伝承の刷新が不可欠である。本研究では外務省において生じているそうした問題状況への対処を図るべく、大規模言語モデル（LLM）と検索拡張生成システム（RAG）を用いた業務支援システムを提案する。具体的には日米外交を念頭に、データセットとして党派色の無い米連邦議会調査局（CRS）によるアジア関連レポートの英文テキストを用いてコーパスを作成し、その調書を日英文で作成、両者の比較を通じての改善案作成を行った。その際、日英文で同一内容の質問を行う中、模範となるべき英文での回答の生成に際し生じる深刻な「幻覚」により、実装に際しての負担増が生じ、課題となることが判明した。
P2-3,本研究では，日本語の小論文採点を支援するシステムの開発を目的とし，モデルの解釈可能性向上を図るための手法を提案する．提案手法には，Attention，Masking Token，および Sparse Autoencoderの 3 つを提案する．特に Sparse Autoencoder を用いて特徴量ごとに概念を特定し，モデルの内部構造の解釈を可能にすることで，採点結果の透明性と信頼性を向上させることを目指す．実験結果より，Sparse Autoencoder は概念抽出の精度が高く，解釈可能性の向上に寄与することが確認された．一方で，各特徴量と得点の関連性を明確にする課題が残されており，今後の研究ではこれを解決することで，小論文採点支援システムのさらなる改良を図る．
Q1-9,ニュース記事では，企業などの組織名に関する情報を報じる記事が多く，組織名が頻繁に登場する．企業名は時間と共に変化しやすく，企業名の変化がエンティティリンキングを困難にしている問題がある．本研究は，企業名の変遷に関わる情報をイベントとして抽出することで，歴代の企業名を構造化し，企業名の曖昧性を解消することを目指す．社名の変更や企業の統廃合に関する 5 種類のイベントを定義し，有価証券報告書の企業沿革テキストに各イベントをアノテーションを付与した企業名変化イベント抽出データセットを作成する．作成データセットを使用した評価実験では，LLM によるイベント抽出結果を評価し，一部の企業イベントに対して改善の余地が見られることを確認した．
P2-25,本稿では，言語モデル内の潜在的な概念空間を探索・可視化するための手法である TrendScape 1.0を紹介する．本手法では，自然言語を潜在空間にマッピングして近傍グラフを構築する．グラフ上の経路探索を通じて概念間の関係を調べる．手法の検証として，文学作品間の概念経路を可視化し，得られたネットワークを分析することで，言語モデルの概念理解に関する洞察を提供する．
E9-1,近年、大規模言語モデル（LLM）を活用し、脳活動データから言語表現を直接復元する脳情報デコーディングの手法が注目されている。一方、言語学や認知神経科学では、脳活動と言語表現の間に統語構造などの中間表現が存在することが広く想定されてきた。では、脳情報デコーディングにおいて、言語表現を直接復元するのではなく、統語情報のような中間表現を明示的に利用することで、デコーディング精度が向上する可能性はあるのだろうか。本研究では、脳波データを用いて言語生成を行うBrainLLM を活用し、品詞情報を中間表現として取り入れることで、デコーディング精度が向上するのか検証した。その結果、統語情報の考慮がデコーダーの性能向上に寄与する可能性が示唆された。
P2-19,多言語モデルのプロービングによって言語モデルの多言語性を分析する動きは活発化してきているが，個別言語に依存しない，言語間で共通の処理系統が多言語モデル内に存在するのかについては十分に明らかになっていない．そこで本研究では，第二言語を獲得した言語モデルに焦点を絞り，これらの言語モデルが，第一言語(L1)，第二言語(L2)間で対応する文の意味に関して言語非依存の共通の処理を行っているのかについて，内部表現や発火するニューロンの観点から調査する.実験の結果，言語モデルは，対応する文の意味について個別言語に依存しない共通の処理をしていることが示唆された．
P5-10,一般の文書要約で使われている ROUGE などの自動評価指標は判決書自動要約タスクでも使われている．しかし既存の自動評価指標では判決書要約文に不可欠な要素が，要約文に含まれているかを評価することができない．本研究では，判決書要約文に特化した評価ルーブリックを策定し，それに基づいて法律の専門家による人手評価を行う．そして，その評価データを利用して判決書要約文に特化した自動評価器を構築する．構築した評価器をカッパ係数で評価し，自動評価器と正解データとの一致度が人手評価者の間の一致度を部分的に上回ることを示す．
D4-4,社会科学の分野で研究の蓄積があるポライトネス理論の検証を目的とし，対話コーパス中の発話における発話の丁寧さや，話者間の距離，力関係，発話内容の相手への負荷を大規模言語モデルにより推定した．推定結果を用いてフェイス侵害度と丁寧さを比較したところ実験に用いた 120 対話のうち 100 対話で有意な相関が見られ，これらの対話においてはポライトネス理論が示す通りの結果を確認できた．
P9-10,対話システムのユーザ本人にとって好ましい応答生成に向け，ユーザの嗜好等を発話内容に反映する試みが盛んに行われている．一方，生成する発話のスタイルもシステムへの印象に影響を与える可能性が先行研究で示唆されている．本研究では，ユーザの過去発話に対するシステム発話のスタイル類似度を自動評価する手法を提案し，システム発話のスタイル類似度とユーザによるシステムの主観評価との相関を調査する．両者の間で正の相関を確認し，発話スタイルの類似がユーザ個人にとっての対話の好ましさの一側面となっていることを明らかにした．
P8-8,本論文では，学術論文検索におけるブーリアン型検索クエリの考案を支援するシステムを提案する．大規模言語モデルを活用し，「AND 結合」「OR 結合」「クエリ置換」「クエリ削除」の 4 つの操作パターンに基づくクエリ推薦と，その推薦理由を提示することで，ユーザが効率的にクエリを修正できる機能を提供する．本システムは少量のアノテーションデータを利用しており，ユーザの負担を抑えつつ柔軟なクエリ推薦を実現する．実験では，これらの操作パターンに基づくクエリ推薦において検索結果の再現率を向上させる語を提示できることを示した．
P7-15,LLM の社会的バイアスの評価において，個々の社会的属性だけでなく，複数の属性の組み合わせからなる交差バイアスを社会問題の事例に基づいて評価することの重要性が指摘されている．本研究では，QA タスクで LLM の交差バイアスを評価する日本語ベンチマーク inter-JBBQ を構築する．inter-JBBQを用いて GPT-4o と Swallow を分析した結果，同じ問題でも属性の組み合わせによって回答に変動があり，曖昧な問題に対し GPT-4o は Swallow と比較して答えられないと回答する傾向が強化されていた．一方，曖昧性を解消した問題では Swallow の正答率が GPT-4o の正答率を上回る場合も観測された．注意：本論文には不快な表現が一部含まれます．
D2-2,対話生成 AI の感情表現力や感情理解力を向上させることで、AI がより人間らしいコミュニケーションが可能になり、ユーザーの体験が改善されることがわかっている。本研究では単語ごとの感情情報を登録した単語感情辞書を作成し、日本語学習済みGPT2 モデルにおいて感情情報を付与する層を追加することで感情表現力や感情理解力の向上を目指した。感情付与を行わなかったモデルと感情付与を行ったモデルを、ChatGPT を利用して比較し、感情付与によって感情表現能力が向上することを示した。
B1-1,自然言語の系列において，要素間の相関は距離について冪的に減衰することが知られている．これは，系列中のある要素を変更すると，その影響がどれだけ離れた要素にも及び得ることを意味する．先行研究[1]は，このような特徴的現象を，系列の背後にある階層的な統語構造と結びつけて説明している．しかし，この説明は統語構造に関するいくつかの仮定に依拠しており，それらの仮定が実際に自然言語で成り立つかどうかは検証されていない．そこで，本研究は，ツリーバンクを用いて統語構造の統計的性質を調べ，先行研究の仮定がいずれも成り立たないことを明らかにする．
P6-7,"To investigate polymer biodeg radability information ex-traction, we constructed PolyBD, a manually annotateddataset containing entity annotations of 100 journal ar-ticles. We evaluated the performance of GPT-4o insentence-level entity recognition under a zero-shot settingon PolyBD. While GPT-4o achieved strong overall results,its performance diﬀered markedly between nested entities(those contained within other entities) and non-nested enti-ties (all others). Speciﬁcally, it achieved a recall of 78% fornested entities but only 56% for non-nested entities. Theseresults underscore both the capabilities and limitations ofadvanced large language models in addressing real-worldextraction tasks."
Q10-9,視覚的質問応答は、文書画像から構造化された情報を抽出する上で有望な手法である。しかし、従来の手法では、抽出対象となる各項目を個別に質問応答する方式で実現されることが多く、項目間に内在する依存関係を十分に活用できていない可能性がある。本研究では、関連性のある複数項目を同時に推論する手法を検討し、その有効性を実証する。実世界のデータセットを用いて評価した結果、相互依存性が高い項目群において、同時に推論する手法は従来の手法を大幅に上回る抽出精度を示し、相互依存性が低い項目に対しても同等の水準を維持できることを示した。また、項目数や項目間の関連の強さが抽出精度に及ぼす影響を分析し、視覚的質問応答に基づく情報抽出を効果的に実現するための知見を提示する。
A8-5,近年，大規模言語モデル(Large Language Model，LLM)は様々な言語理解タスクで高精度を達成しつつある．しかし，LLM が文中に現れる事象間の時間関係をどの程度理解できているのかについては，十分に研究が進められていない.本研究では，「パーフェクト相」の一種である「状態パーフェクト」に注目して自然言語推論（Natural Language Inference，NLI）データセットを構築し，LLM の日本語・中国語の状態パーフェクトが表す複数の時点の関係性を正確に把握しているかについて分析を行った.実験の結果，日本語・中国語の状態パーフェクトの表す意味について，LLM の判断は一貫しておらず，人間の判断と一致していない傾向を明らかにした.
Q9-15,"In this paper, we report on preliminary experiments inwhich we attempt to use large language models to com-pare Japanese and English metaphors. More speciﬁcally,we investigate how well GPT is able to translate Japanesemetaphors into English. We ﬁnd that while GPT is able toproduce high quality sentence translations, it is often notsuccessfully able to identify the key metaphorical word ina longer metaphorical phrase. Nevertheless, we ﬁnd thatusing GPT we are able to easily identify several cases ofJapanese metaphor not present in conventional English."
Q7-10,"We introduce knowledge-aware transfer learning with atext-to-text transfer transformer (KAT5) by leveraging atext-to-text transfer transformer (T5) in the Wikipedia do-main. In standard transfer learning like T5, a model is ﬁrstpre-trained on an unsupervised data task with a languagemodel objective before ﬁne-tuning it on a downstreamtask. In this work, we align large-scale alignments be-tween Wikipedia abstract and Wikidata triples to facilitateour pre-training KAT5 model. Experiment result showsthat KAT5 can match or outperform several downstreamtasks, including question answering, entity and relationextraction, summarization and machine translation."
A10-4,"Document alignment is necessary for the hierarchicalmining [1, 2], which aligns documents across source andtarget languages within the same web domain. Severalhigh-precision sentence embedding-based methods havebeen developed, such as TK-PERT [3] and Optimal Trans-port (OT)[4, 5]. However, given the massive scale ofweb mining data, both accuracy and speed must be consid-ered. In this paper, we propose a cross-lingual sentence-level Bidirectional Maxsim score (BiMax) for computingdoc-to-doc similarity, to improve eﬃciency compared tothe OT method. Meanwhile, we also conduct a compre-hensive analysis to investigate the performance of currentstate-of-the-art multilingual sentence embedding models."
B3-3,本研究は、日本母語話者において人名の音象徴がその名主においてどのような性格特性を想起させるかを検証することを目的に、成人日本語母語話者を対象とした音声提示による架空の人物像の性格印象評定実験を実施した。特に子音の調音法（有声阻害音、無声阻害音、共鳴音）の違いと母音の配列の違い（[aiu]、[iua]、[uai]）の効果を比較検証した。実験では、架空の名前を持つ架空の人物の性格特性の描写を音声提示した上で、その人物像を性格特性の5 因子モデルに基づく指標で評価してもらった。得られたデータの線形混合効果モデリングの結果、子音の阻害音は共鳴音に比べ開放性の高さ、すなわち知的で洗練された様子を想起させること、母音[a]は[i][u]に比べ協調性の高さ、すなわち優しさや温かみのある性格を喚起しやすいことが示唆された。
P4-5,"Various measures of dispersion have been proposed topaint a fuller picture of a word’s distribution in a corpus,but only little has been done to validate them externally. Weevaluate a wide range of dispersion measures as predictorsof lexical decision time, word familiarity, and lexical com-plexity in ﬁve diverse languages. We ﬁnd that the logarithmof range is not only a better predictor than log-frequencyacross all tasks and languages, but that it is also the mostpowerful additional variable to log-frequency, consistentlyoutperforming the more complex dispersion measures. Wediscuss the eﬀects of corpus part granularity and logarith-mic transformation, shedding light on contradictory resultsof previous studies."
P4-4,本研究では，Language Faculty Science の手法を基に，日本語の関係節における Weak Crossover 現象に関する仮説の検証を行った．英語での同様の検証では，非構造的要因を排除しても，関係節の WeakCrossover 構文における照応的解釈が容認されるという結果が得られた．しかし，英語の語順により，その結果が構造的要因と先行関係のどちらに依るものか不明であった．本研究では，日本語の語順を使用することで，関係節における Weak Crossover 構文おける照応的解釈が容認されるのは構造的要因に依るものである可能性が高いことが示された．
B3-2,本研究では，被験者が画像観察時に想起する内容（想起文）の脳活動表現を解明するための新たな手法を模索し，fMRI 信号と LLaVA による画像と言語の統合表現を用いたデコーディングプロセスを構築した．特に，LLaVA が生成するトークン表現とfMRI 信号の時間軸不一致問題に対して，滑動平均による信号のノイズ低減とリッジ回帰による関連性学習を組み合わせることで，解読手法の整合性を向上させた．さらに，生成方式の違いがモデル性能に与える影響を検討し，想起文の脳活動表現の初歩的なデコーディングプロセスとその可能性を示す結果を得た．
A10-5,日本語の発話には，性別や性格などの発話者のキャラクター性が現れることが多い．一方，英語の発話は必ずしもそうではない．そのため，英語の小説を日本語に機械翻訳する際に，発話は発話者のキャラクター性に反する表現で翻訳されることがある．これを防ぐ方法として，発話の翻訳の際に，話者の特徴を反映した話者埋め込みを入力に加えることが考えられる．本論文では，その準備として，日本語の発話文における発話者の特徴の現れている部分をマスクし，その部分を当てることで話者埋め込みを訓練することを試みた．その結果，性別などのキャラクター性を話者埋め込みとして抽出できること，また，発話文における発話者の特徴の現れている部分を推測することに話者埋め込みの利用が効果的であることを示す．
Q9-1,自動要約技術は地方議会の議事録やネットニュースなどの情報の処理に有用だが，生成型要約において数値情報の誤りが問題となっている．本研究は，自動要約における数値情報の正確性を向上させるため，松井らが提案した二つの手法であるセグメントの特定による数値探索手法（SSR: SegmentSummaryRevision）と係り受け解析に基づく数値探索手法（DSR: Dependency-basedSummaryRevision）を組み合わせた手法を提案する．提案手法では，まず原文から要約に用いられている数値が含まれる文を特定し，次に用いて特定した文と要約文の数値を文脈に基づき比較する．この一連の処理により，要約文中の数値を識別し，修正する．
Q7-11,LLM の著しい成果により，LLM を用いたエージェント(LLM Agent)研究が近年増加しており，エージェントに重要なプランニングに LLM が用いられる研究が特に多い．本研究は，認知心理学や論理学から着想を得て，人間の問題解決能力を模倣するフレームワークを提案する．具体的には，複雑なゴールに対して，ルールに沿って，下位の簡単なサブゴールに木構造的に分解していく．評価実験の結果，既存手法と比較して提案手法によるプランニングのステップ数が少なくなることを示した．
Q9-14,"本研究では,和歌に特化した埋め込みモデルとそれを応用した本歌推定モデルを構築する.はじめに事前学習済みの言語モデルを対照学習し和歌に特化した埋め込みモデルを構築する.次にこのモデルから得られる埋め込みベクトルおよびそれから抽出した特徴量を用いて,本歌取りをしている和歌の本歌を推定する機械学習モデルを学習する.本歌とその本歌取りとされる歌のペアデータを用いて本歌推定モデルを評価し,一定の精度で本歌の推定が可能であることを示した."
A8-4,先行研究によれば中国系大規模言語モデル(LLM)には政治的に敏感な問題に回答しないように検閲的なファインチューニングが施されている。本稿は中国系 LLM をベースに日本市場向けにファインチューニングされた LLM を対象に、簡体字中国語の敏感質問への反応を検証した。合計 4 モデルを評価した結果、敏感質問への回答回避比率はベースとなった中国系 LLM よりも大幅に低く、ファインチューニングにより検閲的特徴がかなりの程度解消されていることが分かった。ただし一部には回答回避や検閲の形跡が残っていた。日本語での利用では影響は軽微だと考えられるが、それでも元モデルへの介入を十分に認識したうえで取り扱う必要がある。
Q10-8,本研究では，不動産業界におけるプレスリリースからの情報収集業務を効率化するため，大規模言語モデル（LLM）の出力を統合したアンサンブル手法を提案する．LLM による情報抽出は精度が向上しているものの，複雑なタスクでは抽出漏れや誤抽出が依然として課題であり，結果の信頼性を担保するためには人手による確認が必要とされている．提案手法では，複数の LLM の出力をルールベースで統合し，モデル間の出力の一致を活用して人手チェックの優先順位を付けることで，作業を効率化する．実験の結果，提案手法は LLM を単体で利用した場合と比較して抽出精度が向上し，確認作業の負担を大幅に削減できることが示された．
P6-6,"生成的言語モデルを用いた関係抽出(生成的関係抽出)によって関係抽出の精度は大きく向上したが,再現率が依然低いという問題がある.この問題に対し,本論文では任意の生成的関係抽出に適用できる新手法 Anchoring を提案する. Anchoring はあらかじめ 3 つ組(head, relation , tail)の head の候補となるスパン(anchor)を抽出し,各 anchor に対して個別に生成的関係抽出を行う手法である.評価実験では複数の関係抽出データセットにおいて Anchoring が精度および再現率が向上させることを示した上で,特にhead および tail の抽出性能の向上に寄与すること,および文の主題でない head, tail に対しても頑健性が高まることを示す."
D2-3,本研究は，日本語日常会話において参与者が行う頭部動作（頷き）について，発話との共起位置，共起する行為，連続回数などの観点から分析する．頷きは主要な非言語動作として注目されてきたが，発話との共起関係について体系的な検討は十分になされてきていない．本研究では，『日本語日常会話コーパス(CEJC)』を利用し，いくつかのデータに頷きのアノテーションを施し，CEJC において提供されているアノテーション情報を利用した分析を行った．本研究の結果として，頷きは発話との共起タイミングによって付随する発話のタイプが異なることがわかり，それゆえ発話連鎖上の位置によって異なる機能を持つことが示唆された．
P7-14,"大規模言語モデル(Large Language Model, LLM)によるコード生成は，ソフトウェア開発の効率化に寄与する技術として注目されている．しかし LLM の出力にはハルシネーションを含むことが問題となる．ハルシネーションを含む出力コードはエラーを引き起こす可能性があるため，事前にハルシネーションを検知することが重要である．本研究では，自然言語におけるハルシネーション検知手法である SelfCheckGPT をコード生成に適用する．一般的なコード生成の評価手法である実行ベース評価と，SelfCheckGPT によるコードの評価を比較することで，両者の関連性を確認する．実行ベース評価と比較した結果，特に BLEU，ROUGE-L，EditSim を利用した SelfCheckGPT による評価において，実行ベース評価との関連性が見られた．"
P8-9,検索システムの支援の 1 つであるサジェスト機能は，膨大な検索ログを利用して実装されているため，ローカル文書を対象とした検索システムに転用できない．この課題を解決するために，本研究では，検索対象文書内の単語類似性に基づくサジェスト機能について検討する．本稿では，事前分析として，Wikipedia データで学習された Word2Vec モデルと，検索対象文書集合の特定ドメインデータで追加学習した Word2Vec モデルを用いて，特定ドメインデータの追加学習による単語ベクトルの分布や類似性の変化を定量・定性的に分析する．分析の結果，追加学習したモデルは，特定ドメインにおける語彙の関係性を捉えられており，検索対象文書のドメイン特性を活かしたサジェスト機能の実現可能性を確認した．
P9-11,"We study the automatic detection and generation of hu-morous and ironic text, both in short and long range scenar-ios. For the former, we propose a style-transfer approach,which we utilize to generate humorous news headlines byexploiting a combination of classiﬁcation and generativemodels based on medium-sized language models. For thelatter, we introduce a new dataset of full stand-up comedyspecial scripts, which we use as an arena to generate andclassify humorous content using LLMs."
D4-5,本研究は，支援の場で重視される「個別化の原則」の観点から，心理臨床のカウンセラーと ChatGPT の共通点と相違点を予備的に検討した．熟練カウンセラーは主訴に関する専門的見立ての材料となる情報だけでなく，クライエントの価値観や特性などの個人特有の情報も重視する傾向があり，個別化の原則を高度に実践していることが推察された．一方，ChatGPT は，専門的見立ての材料となる情報を一貫して選択したが，個人特有の情報は選択せず，個別化の原則の点で課題があった．本結果に基づき，対話システム設計の方向性について考察した．
