UID,title,authors,keywords,sessions
A8-2,多角的な評価から大規模言語モデルにおける事実知識の想起の要因分析,趙信|吉永直樹|大葉大輔,,A8:NLPモデルの解釈可能性・分析(4)
A8-3,心理測定テストに関するLLMのメタ知識の検証,山本有起|ArjavSingh|YinJouHuang|ChenhuiChu|村脇有吾,,A8:NLPモデルの解釈可能性・分析(4)
A8-4,日本向けにファインチューニングされた中国系大規模言語モデルに北京の検閲は残るか？,伊藤亜聖|高口康太,,A8:NLPモデルの解釈可能性・分析(4)
A8-5,大規模言語モデルは日本語・中国語の状態パーフェクトを理解できるか?,盧捷|金杜|柴田行輝|土井智暉|染谷大河|谷中瞳,,A8:NLPモデルの解釈可能性・分析(4)
A8-6,従属節が分断された不可能言語を言語モデルは学習するのか,指田昌樹|鈴木彩音|安田卓矢|染谷大河|谷中瞳,,A8:NLPモデルの解釈可能性・分析(4)
B8-1,認知症高齢者の発話意図推定に基づく注意発話検出システムの開発 ―帰宅願望や不安などを特定するコーパス構築―,有國開成|神崎享子|井佐原均,,B8:言語資源構築
B8-2,多様な客観的解釈を反映した主体性コーパス構築と予備的分析,林純子|伊藤和浩|永井宥之|矢田竣太郎|若宮翔子|荒牧英治,,B8:言語資源構築
B8-3,日本語文平易化のための疑似パラレルコーパス構築,澤柳翔太|小川泰弘|外山勝彦,,B8:言語資源構築
B8-4,AdParaphrase: 魅力的な広告表現の分析を目的とした広告文言い換えデータセット,村上聡一朗|張培楠|上垣外英剛|高村大也|奥村学,,B8:言語資源構築
B8-5,プロンプトと複数の音声認識候補による青空文庫振り仮名注釈付き音声コーパスの再構築,佐藤文一|吉永直樹|豊田正史|喜連川優,,B8:言語資源構築
B8-6,Sketch2Diagram: 視覚的指示を入力とするダイアグラム生成,斉藤いつみ|吉田遥音|坂口慶祐,,B8:言語資源構築
C8-1,リザバー計算に触発された軽量型Transformer の提案：パラメタ共有を用いた計算の効率化と性能評価,中村仁|加藤万理子|黒岩蒼太郎|崎野也真人|田中剛平|山下洋史|鈴木秀幸|白坂将,,C8:NLPのための効率的/低リソース手法
C8-2,生成文の短縮による言語モデルの計算量削減,海野圭矢|内田真人,,C8:NLPのための効率的/低リソース手法
C8-3,合成データと能動学習を用いた大規模言語モデルへの効率的な知識定着,角谷あおい|河越淳,,C8:NLPのための効率的/低リソース手法
C8-4,モデル拡張を用いた段階的事前学習によるモデル系列の効率的な構築,矢野一樹|高瀬翔|小林颯介|清野舜|鈴木潤,,C8:NLPのための効率的/低リソース手法
C8-5,Gated Recurrent Unitの簡略化と学習型Bloom Filterへの影響,大西雄真|西田拳|林克彦|上垣外英剛,,C8:NLPのための効率的/低リソース手法
C8-6,MCMCを用いた前提検索によるLLMの仮説推論能力の強化,WangYuanyi|小林一郎,,C8:NLPのための効率的/低リソース手法
D8-1,話者特性に基づくターンテイキング速度の分析,大西一誉|大中緋慧|吉野幸一郎,,D8:対話(1)
D8-2,性格特性による感情誘導の効果検証,船迫龍之介|當間愛晃,,D8:対話(1)
D8-3,実インタラクション映像から構築したマルチモーダルモデルを用いた人とロボットのインタラクションにおける異常検出,望月翔太|山下紗苗|星牟禮健也|馬場惇|窪田智徳|小川浩平|東中竜一郎,,D8:対話(1)
D8-4,大規模言語モデルを用いた対話品質評価に関する調査,赤間怜奈|鈴木潤,,D8:対話(1)
D8-5,回答単位を小説登場人物とする大規模言語モデルベース発話者分類,古俣槙山|長谷川遼|銭本友樹|宇津呂武仁,,D8:対話(1)
D8-6,日本語Full-duplex音声対話システムの試作,大橋厚元|飯塚慎也|姜菁菁|東中竜一郎,,D8:対話(1)
E8-1,混合物の強さの度合,高橋速巳,,E8:テーマセッション3: 認知・脳と自然言語処理(1)
E8-2,大規模言語モデルは他者の心をシミュレートしているか,青木洸士郎|河原大輔,,E8:テーマセッション3: 認知・脳と自然言語処理(1)
E8-3,大規模視覚言語モデルは錯視を理解しているか,篠崎大河|土井智暉|綿引周|西田知史|谷中瞳,,E8:テーマセッション3: 認知・脳と自然言語処理(1)
E8-4,大規模言語モデルを用いた言語刺激下の脳内意味表象解読,佐藤杏奈|小林一郎,,E8:テーマセッション3: 認知・脳と自然言語処理(1)
E8-5,Improving Zero-Shot Machine Translation with Fixed Prefix Pair Bootstrapping,Van-HienTran|RajDabre|HourKaing|田中英輝|内山将夫,,E8:テーマセッション3: 認知・脳と自然言語処理(1)
E8-6,記述文選択タスクによる大規模視覚言語モデルのアモーダル補完能力の評価,綿引周|土井智暉|篠崎大河|西田知史|新川拓哉|宮原克典|谷中瞳,,E8:テーマセッション3: 認知・脳と自然言語処理(1)
P8-1,検索付き拡張生成におけるハイパーパラメータとプロンプトの同時最適化,鈴木海渡|水野尚人|柳瀬利彦|佐藤元紀,,P8:ポスター
P8-2,事業セグメントに着目した有価証券報告書からの文脈抽出とキーワード生成による類似企業検索,國吉房貴|井本稔也,,P8:ポスター
P8-3,事故事例文書絞り込み検索システムの構築,福岡康大|大八木悠聖|喜多俊介|深草理貴|森辰則|伊藤拓海|小野寺理恵,,P8:ポスター
P8-4,Wikipedia記事の内容と閲覧時間帯の関係の統計的分析,吉井健敏|持橋大地,,P8:ポスター
P8-5,表記ゆれが文埋め込みモデルに及ぼす影響についての考察,佐々木峻|山本大輝,,P8:ポスター
P8-6,IterKey: LLMを用いた反復的キーワード生成による検索拡張生成の最適化,林和樹|上垣外英剛|幸田慎也|渡辺太郎,,P8:ポスター
P8-7,文対モデリングのための言い換えに基づく対照学習,杉山誠治|近藤里咲|梶原智之|二宮崇,,P8:ポスター
P8-8,大規模言語モデルを用いた学術論文検索におけるブーリアン型検索クエリ作成の支援,福田悟志,,P8:ポスター
P8-9,特定ドメイン向けローカル検索用のサジェスト提示に向けた分析,鈴木琴音|岩本和真|安藤一秋,,P8:ポスター
P8-10,地方議会会議録検索システム「ぎ～みるv2」の概要,乙武北斗|高丸圭一|内田ゆず|木村泰知,,P8:ポスター
P8-11,クリックログと小規模高品質データを併用したEコマースクエリ意図分類モデルの精度向上,田爪聡|伊奈拓郎|馬緤美穂|石原敬大|鍜治伸裕,,P8:ポスター
P8-12,Sentence-BERT による，レコメンドへのユーザー意図の反映,青井孝史|久保田崇文,,P8:ポスター
P8-13,ベクトル検索におけるテキスト構造化の効果分析,梶川怜恩|神田峻介|赤部晃一|小田悠介,,P8:ポスター
P8-14,企業法務向け日本語文書検索評価データセットの構築と分析,菅原祐太|丸山拓海|西野裕貴|稲垣有二,,P8:ポスター
P8-15,逆プロンプトを用いたコールドスタート推薦,草野元紀,,P8:ポスター
P8-16,芸能人への感想を表すX上のポスト集約およびウェブ検索・RAGによるその理由の集約,横山響|土田陸斗|宇津呂武仁,,P8:ポスター
P8-17,ユーザ行動ログに基づくクエリ理解のための検索クエリ埋め込み,西川荘介|平子潤|鍜治伸裕|渡邉幸暉|浅野広樹|山城颯太|佐野峻平,,P8:ポスター
P8-18,論文を対象とした RAG システムにおける質問分類に基づく動的検索,大平颯人|佐藤郁子|真鍋章|谷本恒野|原慎大|小町守,,P8:ポスター
P8-19,文書埋め込みとクラスタリングを組み合わせたトピック分析手法の提案,藤田葵|中山悠理|山本泰智|小林亮太,,P8:ポスター
P8-20,SoftMatcha: 大規模コーパス検索のための柔らかくも高速なパターンマッチャー,出口祥之|鴨田豪|松下祐介|田口智大|末永幸平|和賀正樹|横井祥,,P8:ポスター
P8-21,Bi-encoder と 𝑘NN の組み合わせによる職務記述書に書かれた文のスキルマッピング,牧野拓哉,,P8:ポスター
P8-22,学術情報推薦におけるグラフ構造の有効性検証,長尾浩良|桂井麻里衣,,P8:ポスター
P8-23,インストラクションと複数タスクを利用した日本語向け分散表現モデルの構築,勝又智|木村大翼|西鳥羽二郎,,P8:ポスター
Q8-1,言語モデルを用いたパラメータ異常検出： 複数パラメータの組み合わせに対する異常,内田博規|富永圭太郎|板井秀樹|李玉潔|中藤良久,,Q8:ポスター
Q8-2,マイクロドメインに向けたLLM における知識活用方法の検討,角掛正弥|是枝祐太|薛雅文|住吉貴志|永塚光一|友成光|山田喬|十河泰弘,,Q8:ポスター
Q8-3,継続事前学習によるLLMの知識獲得,高橋洸丞|近江崇宏|有馬幸介|BenjaminHeinzerling|QinDai|乾健太郎,,Q8:ポスター
Q8-4,利用手法の類似性に着目した学術論文推薦手法の提案,YANGQI|成松宏美|南泰浩,,Q8:ポスター
Q8-5,日本語バイト符号化マスク言語モデルの開発と分析,工藤慧音|鴨田豪|塩野大輝|鈴木潤,,Q8:ポスター
Q8-6,日独民法における自動対応付け手法の比較とfine-tuningの実装,髙橋寿記|中村誠,,Q8:ポスター
Q8-7,LLM の学術ドメイン適応のための合成データに基づく統合フレームワーク,小川隼斗|河原大輔|相澤彰子,,Q8:ポスター
Q8-8,法令文解析に適した事前学習モデルの構築,渋谷太朗|中村誠,,Q8:ポスター
Q8-9,モデルマージを用いたLLM翻訳における破滅的忘却の抑制,岩川光一|ZhuHaocheng|鈴木潤|永田昌明,,Q8:ポスター
Q8-10,LLM推定ラベルと弱教師あり学習による反復的アノテーション更新,浅野輝|小津野将|馬場雪乃,,Q8:ポスター
Q8-11,Flashback: 深層系列処理モデルのメモリ効率化・高速化のための記憶機構,関井大気,,Q8:ポスター
Q8-12,SvMoE: MoE ルータの教師あり学習,村田栄樹|河原大輔,,Q8:ポスター
Q8-13,日本語の包括的な指示追従性データセットの構築,堀尾海斗|福田創|小川隼斗|鈴江万碧|織田宥楽|河原大輔|関根聡|安藤まや,,Q8:ポスター
Q8-14,LLMを用いた日本語学習者支援,亀田隆雅|馬青,,Q8:ポスター
Q8-15,Sparse Autoencoders as a Tool for Steering the Output Language of Large Language Models,SebastianZwirner|WentaoHu|青木洸士郎|河原大輔,,Q8:ポスター
Q8-16,日本語 VLM 構築に向けた合成データのフィルタリングの検討,大島遼祐|小澤圭右|品川政太朗|鈴木哲平,,Q8:ポスター
Q8-17,文脈内学習におけるデモの親和性と多様性の提案,加藤万理子|趙羽風|坂井吉弘|井之上直也,,Q8:ポスター
Q8-18,新聞ドメインにおける大規模言語モデルの継続事前学習と下流タスクデータ量の関係,岸波洋介|藤井諒|森下睦,,Q8:ポスター
Q8-19,確率的丸めを用いた言語モデルの量子化を意識した学習,趙開顔|田原司睦|小林健一|本田巧|山崎雅文|鶴岡慶雅,,Q8:ポスター
Q8-20,大規模言語モデルによるテキスト平易化のための意味的類似性と表層的非類似性に基づくパラレルコーパスフィルタリング,前川大輔|梶原智之|二宮崇,,Q8:ポスター
Q8-21,模倣学習による大規模言語モデルの指示チューニング,YoumiMa|水木栄|藤井一喜|中村泰士|大井聖也|島田比奈理|塩谷泰平|齋藤幸史郎|前田航希|服部翔|岡本拓己|石田茂樹|横田理央|高村大也|岡崎直観,,Q8:ポスター
Q8-22,少量ショットに対する大規模言語モデル（LLM）を用いた人工データ生成による精度向上の試み,山本大輝|佐々木峻,,Q8:ポスター
Q8-23,量子化 bit 幅の異なる基盤モデルに対する Adapter の転移性を活用した Low-Rank Adaptation,神田悠斗|波多野賢治,,Q8:ポスター
Q8-24,連合学習におけるLoRAの統合数と精度の関係の検証,尹子旗|村田栄樹|河原大輔,,Q8:ポスター
Q8-25,Weighted Asymmetric Loss for Multi-Label Text Classification on Imbalanced Data,安田有希|宮﨑太郎|後藤淳,,Q8:ポスター
A9-1,段落単位の対訳データによる大規模言語モデルの翻訳精度向上,近藤海夏斗|宇津呂武仁|永田昌明,,A9:機械翻訳(1)
A9-2,対訳単語の対偶を考慮した文パターンの選択とNMTの効果,村上仁一,,A9:機械翻訳(1)
A9-3,特許請求項翻訳における単語対応に基づく節分割モデルの有効性,西村柾人|宇津呂武仁|永田昌明,,A9:機械翻訳(1)
A9-4,ニューラル機械翻訳のモデルレベル双方向学習における単言語データの活用,加藤龍兵|秋葉友良|塚田元,,A9:機械翻訳(1)
A9-5,対訳文のみを用いた翻訳と言い換えのマルチタスク学習における翻訳精度,名村太一|村上仁一,,A9:機械翻訳(1)
A9-6,事例ベース意思決定理論に基づく復号,出口祥之,,A9:機械翻訳(1)
B9-1,ダイエット口コミデータセットにおけるダイエット食品およびダイエット飲料に関する語彙解析,大塚敬義,,B9:語彙資源・辞書
B9-2,JMED-DICT: 大規模医療用語辞書の構築,永井宥之|西山智弘|大槻優佳|藤牧貴子|川端京子|工藤紀子|山崎由佳|白石暖哉|梶原智之|進藤裕之|河添悦昌|今井健|矢田竣太郎|若宮翔子|荒牧英治,,B9:語彙資源・辞書
B9-3,大規模言語モデルを活用した大規模医療用語辞書メンテナンスの効率化,大槻優佳|矢田竣太郎|西山智弘|工藤紀子|川端京子|藤牧貴子|永井宥之|若宮翔子|荒牧英治,,B9:語彙資源・辞書
B9-4,関西方言を対象とした形態素解析用辞書の拡張,小木曽智信|尹熙洙|王竣磊|岡田純子,,B9:語彙資源・辞書
B9-5,『子ども版日本語日常会話コーパス』モニター版の構築,小磯花絵|石本祐一|居關友里子|江口典子|柏野和佳子|川端良子|田中真理子|田中弥生|西川賢哉,,B9:語彙資源・辞書
B9-6,留学生向け看護語彙リスト作成のためのコーパス構築における課題 -『系統看護学講座』シリーズ３巻のパイロットスタディから-,山元一晃|浅川翔子|稲田朋晃|岩間裕司|土屋ともえ,,B9:語彙資源・辞書
C9-1,RAGによる芸能人の話題集約及びその経歴の良否判定,土田陸斗|横山響|宇津呂武仁,,C9:情報検索・テキストマイニング
C9-2,抽象度が高いクエリによるアンケートデータの設問検索,田中稔也|熊谷雄介|藤井遼,,C9:情報検索・テキストマイニング
C9-3,k近傍事例に基づく埋め込み表現のドメイン適応と検索への応用,五藤巧|堤田恭太|村瀬文彦|三谷陽|渡辺太郎,,C9:情報検索・テキストマイニング
C9-4,VDocRAG: 視覚的文書に対する検索拡張生成,田中涼太|壹岐太一|長谷川拓|西田京介|齋藤邦子|鈴木潤,,C9:情報検索・テキストマイニング
C9-5,検索エンジンを指向したLLMのアラインメント,益子怜|木村賢|越仲孝文,,C9:情報検索・テキストマイニング
C9-6,RAGの応答正確性と連続応答性能の自動評価,岩間太|竹内幹雄,,C9:情報検索・テキストマイニング
D9-1,Japanese MT-bench++: より自然なマルチターン対話設定の日本語大規模ベンチマーク,植松拓也|福田創|河原大輔|柴田知秀,,D9:対話(2)
D9-2,Exploring LLM-based Data Synthesis Strategies for Conversational Semantic Frame Analysis,松田思鵬|YinJouHuang|FeiCheng|清丸寛一|村脇有吾,,D9:対話(2)
D9-3,「松下幸之助」 再現AIシステムの開発,大西直|高岸智|鎌田理久|山西宏平|神崎雄介|小林拓|徐暁琳|菅原陸|杉浦いぶき|篠崎友悠|河村岳,,D9:対話(2)
D9-4,MQM-Chat: 対話翻訳のための多次元品質指標,YunmengLi|鈴木潤|森下睦|阿部香央莉|乾健太郎,,D9:対話(2)
D9-5,対話データにおける個人の評価傾向の違いの分析 - 個人の評価傾向を反映した対話システム自動評価に向けて -,亀山京右|駒谷和範,,D9:対話(2)
D9-6,人はなぜ笑うのか？対話における笑いの根拠ラベルの半自動構築,井上昂治|MikeyElmers|DiveshLala|河原達也,,D9:対話(2)
E9-1,統語情報は脳情報デコーディングに寄与するのか？,赤間美香|梶川康平|大関洋平,,E9:テーマセッション3: 認知・脳と自然言語処理(2)
E9-2,Cognitive Preference Optimization: 脳情報による言語モデルの選好最適化,原田宥都|大関洋平,,E9:テーマセッション3: 認知・脳と自然言語処理(2)
E9-3,二重課題は言語モデルの合理的な言語理解ストラテジーを促進する,江村玲|菅原朔,,E9:テーマセッション3: 認知・脳と自然言語処理(2)
E9-4,しりとり単語系列の特徴を制御する認知的要因に関する認知モデルを利用した調査,西川純平|佐々木康佑|森田純哉,,E9:テーマセッション3: 認知・脳と自然言語処理(2)
E9-5,母音想起時における脳信号の周波数特性に基づいた想起区間検出,栗栖駿|入部百合絵,,E9:テーマセッション3: 認知・脳と自然言語処理(2)
E9-6,調音運動前の言語中枢間の位相同期を用いた母音認識,長瀬南帆|入部百合絵,,E9:テーマセッション3: 認知・脳と自然言語処理(2)
P9-1,オンラインニュースコメントを対象としたアスペクトベースのコメントフィルタリングシステム,笠原璃音|大和淳司|菊井玄一郎,,P9:ポスター
P9-2,事前学習コーパス内の特定の属性への言及の急激な変化の調査,大萩雅也|綿岡晃輝|高山隼矢|吉川克正,,P9:ポスター
P9-3,Advancements in Sentiment Analysis: A Methodological Examination of News using multiple LLMs,MuhammadAliMahmood|IffatMaab|MuhammadSibtain|AsimaSarwar|MuhammadArsalan|MasroorHussain,,P9:ポスター
P9-4,Investigating Implicit Reasoning in Counter-Argument Logical Structure Analysis,WenzhiWang|PaulReisert|内藤昭一|井之上直也|震明万智|SurawatPothong|JungminChoi|乾健太郎,,P9:ポスター
P9-5,YouTube動画コメントを用いた視聴者感情の推定と感情処理能力の比較,菅野祐希|坂野遼平,,P9:ポスター
P9-6,LLM を利用した Zero Shot 評判分析の性能調査,佐藤匠真|新納浩幸,,P9:ポスター
P9-7,SNS投稿によるユーザの意見変化の予測と要因分析,増川哲太|狩野芳伸,,P9:ポスター
P9-8,テキスト平易化パラレルコーパスに基づく教師なし文難易度推定,宮田莉奈|浦川通|田森秀明|梶原智之,,P9:ポスター
P9-9,ソーシャルメディアにおける投稿およびユーザの政治的傾向予測と政治的投稿フィルタによる性能向上,佐橋優人|狩野芳伸,,P9:ポスター
P9-10,発話スタイルの類似とユーザ本人による対話の好ましさの相関,沼屋征海|守屋彰二|佐藤志貴|赤間怜奈|鈴木潤,,P9:ポスター
P9-11,Short and long-range comedy generation and understanding using Large Language Models,EdisonMarrese-Taylor|MachelReid|AlfredoSolano,,P9:ポスター
P9-12,係り受け木を考慮するグラフ畳み込みニューラルネットワークによる日本語アスペクトベース感情分析,山口真|狩野芳伸,,P9:ポスター
P9-13,Sentiment Analysis of YouTube Videos in the 2024 Indonesian Presidential Election,ZaidanYahya|秋葉友良|木村泰知|御器谷裕樹|森浩太|吉田光男|粕谷祐子,,P9:ポスター
P9-14,評価対象抽出における関連タスクを利用したfew-shot 選択手法,今里昂樹|嶋田和孝,,P9:ポスター
P9-15,絵文字のマッピングを用いた感情表現の分析手法の検討,津田恵佑|深草理貴|森辰則,,P9:ポスター
P9-16,大規模言語モデルによる日本語スタイル変換の性能評価,花房健太郎|柳本大輝|梶原智之|二宮崇,,P9:ポスター
P9-17,教師有り学習モデルと大規模言語モデルを組み合わせた低評価レビューを考慮したレビュー文書の評価値推定,竹尾匡貴|嶋田和孝,,P9:ポスター
P9-18,バックトラッキングを活用したマルチエージェントシステムによる複数制約充足プランニング,守屋彰二|大萩雅也,,P9:ポスター
P9-19,TEPPAY: ゲームのプレイ動画を入力とする実況AI Tuberシステムの提案,栗原健太郎|吉野哲平|高市暁広|岩田伸治|長澤春希|佐藤志貴|岩崎祐貴,,P9:ポスター
P9-20,行動認識の粒度アライメントに基づく予定の履行認識,藤田一天|河野誠也|吉野幸一郎,,P9:ポスター
P9-21,Psychological Investigation of Personality Knowledge in a Large Language Model,趙梓程|岩井律子|淺井二千夏|熊田孝恒,,P9:ポスター
P9-22,関連研究節自動生成に向けた引用論文の最適配置,大鹿雅史|笹野遼平,,P9:ポスター
P9-23,近傍事例を用いた対話における感情認識,石渡太智|後藤淳|山田寛章|徳永健伸,,P9:ポスター
Q9-1,生成型自動要約の信頼性向上を目的とした数値情報の誤り検出と修正手法,松井我颯|石川晴基|中島陽子|本間宏利|秋葉友良,,Q9:ポスター
Q9-2,言語のインクリメンタルな処理の仕組みは普遍的か？：投機性によるparsing strategy再考,石井太河|宮尾祐介,,Q9:ポスター
Q9-3,近現代の日本語文学作品における発表年次の予測,小川稜真|久野雅樹,,Q9:ポスター
Q9-4,Shift-Reduce 法に基づく漸進的係り受け解析と未入力文節主辞トークン予測の同時実行とその評価,橋本優希|大野誠寛|松原茂,,Q9:ポスター
Q9-5,大規模言語モデルによる要求仕様書の品質評価,鈴木淳|村瀬文彦|水野伸洋|髙木理恵子|不破慎之介|塚原裕史|中江俊博,,Q9:ポスター
Q9-6,大規模言語モデルを用いたシフト還元型句構造解析,中根稜介|前川在|上垣外英剛|平尾努|奥村学,,Q9:ポスター
Q9-7,End-to-Endモデルに基づく漸進的係り受け解析と未入力文節主辞予測の同時実行,海野博揮|大野誠寛|伊藤滉一朗|松原茂樹,,Q9:ポスター
Q9-8,大規模言語モデルを用いたカタカナ語の意味分類における出力傾向分析,小滝主紀|佐々木稔,,Q9:ポスター
Q9-9,Exploring Dynamic Few-Shot Prompting for Word Sense Disambiguation in Historical Chinese,MicahKitsunai|DeborahWatty|Shu-KaiHsieh,,Q9:ポスター
Q9-10,生成データに基づいた日本語の時間関係推定,小國怜美|持橋大地|小林一郎,,Q9:ポスター
Q9-11,複単語表現検出におけるLLMファインチューニングの有効性,井手佑翼|JoshuaTanner|AdamNohejl|JustinVasselli|上垣外英剛|渡辺太郎,,Q9:ポスター
Q9-12,CCGに基づく否定スコープ認識,小島健太郎|加藤芳秀|松原茂樹,,Q9:ポスター
Q9-13,視覚情報による曖昧性解消コーパスの検討,李相明|河野誠也|吉野幸一郎,,Q9:ポスター
Q9-14,和歌の埋め込みに基づく本歌取りの推定,小川隼斗|堀尾海斗|河原大輔,,Q9:ポスター
Q9-15,Towards a Comparison of Japanese and English Metaphor,RowanHallMaudslay|古宮嘉那子|浅原正幸|SimoneTeufel,,Q9:ポスター
Q9-16,比喩検出における大規模言語モデルを用いた前後補助文脈の活用,林拓哉|佐々木稔,,Q9:ポスター
Q9-17,ルールベースの深層格定義および自動付与とそのLLM統合による含意関係認識における効果検証,荒沢康平|狩野芳伸,,Q9:ポスター
Q9-18,ツリーバンクの言語学的妥当性の自動評価,富田朝|谷中瞳|戸次大介,,Q9:ポスター
Q9-19,自動ファクトチェックのための事実の分解による含意関係認識,雨宮正弥|狩野芳伸,,Q9:ポスター
Q9-20,大規模言語モデルを用いたStory Intention Graph の自動生成の精度改善,吉川祐輔|井上壮志|銭本友樹|東中竜一郎,,Q9:ポスター
Q9-21,文の埋め込みに効果的な静的単語ベクトルの獲得,和田崇史|平川優伎|清水良太郎|川島貴大|斎藤侑輝,,Q9:ポスター
Q9-22,訓練不要な条件付きテキスト埋め込み,山田康輔|張培楠,,Q9:ポスター
Q9-23,How Domain Adaptation of BERT Improves Syntactic Parsing of Math Text,吉田琉夏|松崎拓也,,Q9:ポスター
Q9-24,Semantic Shift Stability: 学習コーパス内の単語の意味変化を用いた事前学習済みモデルの時系列性能劣化の監査,石原祥太郎|高橋寛武|白井穂乃,,Q9:ポスター
A10-1,Data Augmentation for Manipuri-English Neural Machine Translation,申小靖|YvesLepage,,A10:機械翻訳(2)
A10-2,llmMT+1: 非英語言語対 LLM 翻訳の実現法の検討,傅星儿|永田昌明|ChenhuiChu,,A10:機械翻訳(2)
A10-3,Towards Equitable Translation: Gender Bias in Large Language Models,HongHaiNgo|YunmengLi|坂口慶祐,,A10:機械翻訳(2)
A10-4,BiMax: Bidirectional MaxSim Score for Bilingual Document Alignment,XiaotianWang|TakehitoUtsuro|MasaakiNagata,,A10:機械翻訳(2)
A10-5,小説会話文の翻訳へ向けた逆翻訳を用いた話者埋め込みの作成,長門亜優奈|松崎拓也,,A10:機械翻訳(2)
A10-6,逆翻訳を用いたアイヌ語・日本語機械翻訳の改善における研究,菅原葵|KarolNowakowski|MichalPtaszynski|NickOveracker,,A10:機械翻訳(2)
B10-1,不均衡最適輸送を用いた意味変化検出,岸野稜|山際宏明|永田亮|横井祥|下平英寿,,B10:形態素・構文・意味解析
B10-2,ドメインモデルに基づいて技術文書中の矛盾を検出する方法,山田隆弘,,B10:形態素・構文・意味解析
B10-3,反語文の情報格納―英語、中国語、日本語の比較から,伊藤さとみ,,B10:形態素・構文・意味解析
B10-4,JDD-PAS:規範的な日本語日常対話コーパスへの意味役割ラベル・述語項構造付与,吉野幸一郎|李相明|波部英子|大村舞|浅原正幸|若狭絢|赤間怜奈|鈴木潤,,B10:形態素・構文・意味解析
B10-5,読み推定のための教師なし単語分割,内海慶|森信介,,B10:形態素・構文・意味解析
B10-6,言語モデルを用いた定量的推論機能の実現に向けて,伊東恵美|小林一郎,,B10:形態素・構文・意味解析
C10-1,新聞記事からつくる 時事と社会に強い日本語LLM,服部翔|水木栄|藤井一喜|中村泰士|塩谷泰平|植木快|新妻巧朗|川畑輝|田森秀明|YoumiMa|前田航希|大井聖也|齋藤幸史郎|岡本拓己|石田茂樹|横田理央|高村大也|岡崎直観,,C10:LLM構築
C10-2,国産農業用LLMのためのインストラクションデータ構築と構築されたLLMシステムの評価,石原潤一|小林暁雄|桂樹哲雄|大友将宏|橋本祥|阪本浩太郎|杉村安都武|米丸淳一|安藤まや|後藤美智子|関根聡|川村隆浩,,C10:LLM構築
C10-3,日本語を主とした日・英・中トリリンガル700億パラメータモデルの構築,中島大|野崎雄太|佐藤諒|池田純一|阿部宏幸|伊藤真也|長谷川慶|中村聡史|麻場直喜,,C10:LLM構築
C10-4,ELAINE-medLLM: 英語、日本語、中国語に対応したバイオ医療ドメイン大規模言語モデル,矢野憲|浅田真生|三輪誠|SophiaAnaniadou|辻井潤一,,C10:LLM構築
C10-5,大規模言語モデルの再パラメタ化に基づく初期化による損失スパイクの抑制,西田光甫|西田京介|齋藤邦子,,C10:LLM構築
C10-6,大規模言語モデルにおけるSupervised Fine-tuningの包括的検証,原田宥都|山内悠輔|小田悠介|大関洋平|宮尾祐介|高木優,,C10:LLM構築
D10-1,LLMによるクイズの自動生成と質問応答への応用,小林俊介|河原大輔,,D10:質問応答，対話(3)
D10-2,RAGに基づく韓国語法令・判例に対する質問応答,徐基皓|宇津呂武仁,,D10:質問応答，対話(3)
D10-3,Fusion-in-LLM: 質問応答タスクにおけるRAG,太刀岡勇気,,D10:質問応答，対話(3)
D10-4,対話要約の種別が対話の引継ぎに及ぼす影響の調査,山下紗苗|東中竜一郎,,D10:質問応答，対話(3)
D10-5,質問誘導に基づくアンケート対話システムの開発,銭本友樹|吉田麻里子|堀涼|浦田真由|井上愛子|林尊弘|東中竜一郎,,D10:質問応答，対話(3)
D10-6,Multi-Relational Multi-Party Chat Corpus: 話者間の関係性に着目したマルチパーティ雑談対話コーパス,津田太郎|山下紗苗|井上昂治|河原達也|東中竜一郎,,D10:質問応答，対話(3)
E10-1,BrainLMを用いた多言語学習での転移学習性能の検証,羅桜|小林一郎,,E10:テーマセッション3: 認知・脳と自然言語処理(3)
E10-2,CCGによる日本語脳波データのモデリング,磯野真之介|梶川康平|杉本侑嗣|浅原正幸|大関洋平,,E10:テーマセッション3: 認知・脳と自然言語処理(3)
E10-3,大規模言語モデルの浅い層が人間の速い言語処理を再現する,栗林樹生|大関洋平|SouhaibBenTaieb|乾健太郎|TimothyBaldwin,,E10:テーマセッション3: 認知・脳と自然言語処理(3)
E10-4,Skip-bigrams reconstruct trigrams in 2-word languages,日髙昇平,,E10:テーマセッション3: 認知・脳と自然言語処理(3)
E10-5,Triple-Phase Transition: 脳との関係から捉える大規模言語モデルの学習ダイナミクス,中木裕子|多田圭吾|吉野草太|西本伸志|高木優,,E10:テーマセッション3: 認知・脳と自然言語処理(3)
P10-1,法的三段論法に基づく段階的プロンプトによる司法試験自動解答,翁長駿光|狩野芳伸,,P10:ポスター
P10-2,Detecting Individual Decision-Making Dialogues in Conversation,苏为文|吉永直樹|豊田正史|王子晗|周宇涵,,P10:ポスター
P10-3,LLM を用いた対話印象評価による対話システム学習とその分析,吉田快|水上雅博|河野誠也|クルンカライカナサイ|杉山弘晃|吉野幸一郎,,P10:ポスター
P10-4,リアルタイム音声対話システムのための応答タイミングと短文応答の同時予測,大中緋慧|河野誠也|大西一誉|吉野幸一郎,,P10:ポスター
